Strain,Rec,date,transfer,plateID,wellID,wellCol,wellRow,Treatment,Replicate,Environment,OD,Treatment_f
AB13,com-,040820,T07,STR AB3 SHIFT 2,B1,1,B,STR,6,X,1.785,STP only
AB13,com-,040820,T07,STR AB3 SHIFT 2,B2,2,B,STR,6,X,1.795,STP only
AB13,com-,040820,T07,STR AB3 SHIFT 2,B3,3,B,STR,6,X,1.644,STP only
AB13,com-,040820,T07,STR AB3 SHIFT 2,B4,4,B,STR,6,S,0.895,STP only
AB13,com-,040820,T07,STR AB3 SHIFT 2,B5,5,B,STR,6,S,0.908,STP only
AB13,com-,040820,T07,STR AB3 SHIFT 2,B6,6,B,STR,6,S,0.94,STP only
AB13,com-,040820,T07,STR AB3 SHIFT 2,C1,1,C,STR,7,X,1.854,STP only
AB13,com-,040820,T07,STR AB3 SHIFT 2,C2,2,C,STR,7,X,1.687,STP only
AB13,com-,040820,T07,STR AB3 SHIFT 2,C3,3,C,STR,7,X,1.697,STP only
AB13,com-,040820,T07,STR AB3 SHIFT 2,C4,4,C,STR,7,S,0.839,STP only
AB13,com-,040820,T07,STR AB3 SHIFT 2,C5,5,C,STR,7,S,0.833,STP only
AB13,com-,040820,T07,STR AB3 SHIFT 2,C6,6,C,STR,7,S,0.856,STP only
AB13,com-,040820,T07,STR AB3 SHIFT 2,D1,1,D,STR,8,X,1.79,STP only
AB13,com-,040820,T07,STR AB3 SHIFT 2,D2,2,D,STR,8,X,1.551,STP only
AB13,com-,040820,T07,STR AB3 SHIFT 2,D3,3,D,STR,8,X,1.583,STP only
AB13,com-,040820,T07,STR AB3 SHIFT 2,D4,4,D,STR,8,S,0.731,STP only
AB13,com-,040820,T07,STR AB3 SHIFT 2,D5,5,D,STR,8,S,0.742,STP only
AB13,com-,040820,T07,STR AB3 SHIFT 2,D6,6,D,STR,8,S,1.138,STP only
AB13,com-,040820,T07,RIF AB3 SHIFT 2,A1,1,A,RIF,5,X,1.498,RIF only
AB13,com-,040820,T07,RIF AB3 SHIFT 2,A2,2,A,RIF,5,X,1.459,RIF only
AB13,com-,040820,T07,RIF AB3 SHIFT 2,A3,3,A,RIF,5,X,1.467,RIF only
AB13,com-,040820,T07,RIF AB3 SHIFT 2,A4,4,A,RIF,5,R,1.114,RIF only
AB13,com-,040820,T07,RIF AB3 SHIFT 2,A5,5,A,RIF,5,R,1.042,RIF only
AB13,com-,040820,T07,RIF AB3 SHIFT 2,A6,6,A,RIF,5,R,0.973,RIF only
AB13,com-,040820,T07,RIF AB3 SHIFT 2,B1,1,B,RIF,6,X,1.293,RIF only
AB13,com-,040820,T07,RIF AB3 SHIFT 2,B2,2,B,RIF,6,X,1.573,RIF only
AB13,com-,040820,T07,RIF AB3 SHIFT 2,B3,3,B,RIF,6,X,1.469,RIF only
AB13,com-,040820,T07,RIF AB3 SHIFT 2,B4,4,B,RIF,6,R,0.887,RIF only
AB13,com-,040820,T07,RIF AB3 SHIFT 2,B5,5,B,RIF,6,R,0.927,RIF only
AB13,com-,040820,T07,RIF AB3 SHIFT 2,B6,6,B,RIF,6,R,0.925,RIF only
AB13,com-,040820,T07,RIF AB3 SHIFT 2,C1,1,C,RIF,7,X,1.657,RIF only
AB13,com-,040820,T07,RIF AB3 SHIFT 2,C2,2,C,RIF,7,X,1.712,RIF only
AB13,com-,040820,T07,RIF AB3 SHIFT 2,C3,3,C,RIF,7,X,1.562,RIF only
AB13,com-,040820,T07,RIF AB3 SHIFT 2,C4,4,C,RIF,7,R,0.813,RIF only
AB13,com-,040820,T07,RIF AB3 SHIFT 2,C5,5,C,RIF,7,R,0.826,RIF only
AB13,com-,040820,T07,RIF AB3 SHIFT 2,C6,6,C,RIF,7,R,0.685,RIF only
AB13,com-,040820,T07,RIF AB3 SHIFT 2,D1,1,D,RIF,8,X,1.618,RIF only
AB13,com-,040820,T07,RIF AB3 SHIFT 2,D2,2,D,RIF,8,X,1.379,RIF only
AB13,com-,040820,T07,RIF AB3 SHIFT 2,D3,3,D,RIF,8,X,1.746,RIF only
AB13,com-,040820,T07,RIF AB3 SHIFT 2,D4,4,D,RIF,8,R,0.827,RIF only
AB13,com-,040820,T07,RIF AB3 SHIFT 2,D5,5,D,RIF,8,R,0.813,RIF only
AB13,com-,040820,T07,RIF AB3 SHIFT 2,D6,6,D,RIF,8,R,1.115,RIF only
AB13,com-,040820,T07,MIX AB3 SHIFT 2,A1,1,A,MIX,5,X,1.706,Mixed
AB13,com-,040820,T07,MIX AB3 SHIFT 2,A2,2,A,MIX,5,X,1.942,Mixed
AB13,com-,040820,T07,MIX AB3 SHIFT 2,A3,3,A,MIX,5,X,1.466,Mixed
AB13,com-,040820,T07,MIX AB3 SHIFT 2,A4,4,A,MIX,5,S,1.015,Mixed
AB13,com-,040820,T07,MIX AB3 SHIFT 2,A5,5,A,MIX,5,R,1.066,Mixed
AB13,com-,040820,T07,MIX AB3 SHIFT 2,A6,6,A,MIX,5,B,0.393,Mixed
AB13,com-,040820,T07,MIX AB3 SHIFT 2,B1,1,B,MIX,6,X,1.838,Mixed
AB13,com-,040820,T07,MIX AB3 SHIFT 2,B2,2,B,MIX,6,X,1.627,Mixed
AB13,com-,040820,T07,MIX AB3 SHIFT 2,B3,3,B,MIX,6,X,1.565,Mixed
AB13,com-,040820,T07,MIX AB3 SHIFT 2,B4,4,B,MIX,6,S,0.909,Mixed
AB13,com-,040820,T07,MIX AB3 SHIFT 2,B5,5,B,MIX,6,R,0.924,Mixed
AB13,com-,040820,T07,MIX AB3 SHIFT 2,B6,6,B,MIX,6,B,0.071,Mixed
AB13,com-,040820,T07,MIX AB3 SHIFT 2,C1,1,C,MIX,7,X,1.391,Mixed
AB13,com-,040820,T07,MIX AB3 SHIFT 2,C2,2,C,MIX,7,X,1.431,Mixed
AB13,com-,040820,T07,MIX AB3 SHIFT 2,C3,3,C,MIX,7,X,1.618,Mixed
AB13,com-,040820,T07,MIX AB3 SHIFT 2,C4,4,C,MIX,7,S,0.852,Mixed
AB13,com-,040820,T07,MIX AB3 SHIFT 2,C5,5,C,MIX,7,R,0.77,Mixed
AB13,com-,040820,T07,MIX AB3 SHIFT 2,C6,6,C,MIX,7,B,0.072,Mixed
AB13,com-,040820,T07,MIX AB3 SHIFT 2,D1,1,D,MIX,8,X,0.831,Mixed
AB13,com-,040820,T07,MIX AB3 SHIFT 2,D2,2,D,MIX,8,X,0.63,Mixed
AB13,com-,040820,T07,MIX AB3 SHIFT 2,D3,3,D,MIX,8,X,1.145,Mixed
AB13,com-,040820,T07,MIX AB3 SHIFT 2,D4,4,D,MIX,8,S,0.775,Mixed
AB13,com-,040820,T07,MIX AB3 SHIFT 2,D5,5,D,MIX,8,R,0.748,Mixed
AB13,com-,040820,T07,MIX AB3 SHIFT 2,D6,6,D,MIX,8,B,0.073,Mixed
AB13,com-,040820,T07,CMB AB3 SHIFT 2,A1,1,A,CMB,5,X,1.253,Combination
AB13,com-,040820,T07,CMB AB3 SHIFT 2,A2,2,A,CMB,5,X,1.309,Combination
AB13,com-,040820,T07,CMB AB3 SHIFT 2,A3,3,A,CMB,5,X,1.041,Combination
AB13,com-,040820,T07,CMB AB3 SHIFT 2,A4,4,A,CMB,5,B,0.069,Combination
AB13,com-,040820,T07,CMB AB3 SHIFT 2,A5,5,A,CMB,5,B,0.07,Combination
AB13,com-,040820,T07,CMB AB3 SHIFT 2,A6,6,A,CMB,5,B,0.071,Combination
AB13,com-,040820,T07,CMB AB3 SHIFT 2,B1,1,B,CMB,6,X,1.435,Combination
AB13,com-,040820,T07,CMB AB3 SHIFT 2,B2,2,B,CMB,6,X,1.473,Combination
AB13,com-,040820,T07,CMB AB3 SHIFT 2,B3,3,B,CMB,6,X,1.419,Combination
AB13,com-,040820,T07,CMB AB3 SHIFT 2,B4,4,B,CMB,6,B,0.077,Combination
AB13,com-,040820,T07,CMB AB3 SHIFT 2,B5,5,B,CMB,6,B,0.076,Combination
AB13,com-,040820,T07,CMB AB3 SHIFT 2,B6,6,B,CMB,6,B,0.201,Combination
AB13,com-,040820,T07,CMB AB3 SHIFT 2,C1,1,C,CMB,7,X,0.923,Combination
AB13,com-,040820,T07,CMB AB3 SHIFT 2,C2,2,C,CMB,7,X,0.763,Combination
AB13,com-,040820,T07,CMB AB3 SHIFT 2,C3,3,C,CMB,7,X,0.765,Combination
AB13,com-,040820,T07,CMB AB3 SHIFT 2,C4,4,C,CMB,7,B,0.069,Combination
AB13,com-,040820,T07,CMB AB3 SHIFT 2,C5,5,C,CMB,7,B,0.077,Combination
AB13,com-,040820,T07,CMB AB3 SHIFT 2,C6,6,C,CMB,7,B,0.067,Combination
AB13,com-,040820,T07,CMB AB3 SHIFT 2,D1,1,D,CMB,8,X,0.793,Combination
AB13,com-,040820,T07,CMB AB3 SHIFT 2,D2,2,D,CMB,8,X,0.666,Combination
AB13,com-,040820,T07,CMB AB3 SHIFT 2,D3,3,D,CMB,8,X,0.67,Combination
AB13,com-,040820,T07,CMB AB3 SHIFT 2,D4,4,D,CMB,8,B,0.07,Combination
AB13,com-,040820,T07,CMB AB3 SHIFT 2,D5,5,D,CMB,8,B,0.069,Combination
AB13,com-,040820,T07,CMB AB3 SHIFT 2,D6,6,D,CMB,8,B,0.066,Combination
AB13,com-,040820,T07,NOD 1 SHIFT 2,A1,1,A,NOD,5,X,0,No drug
AB13,com-,040820,T07,NOD 1 SHIFT 2,A2,2,A,NOD,5,X,0,No drug
AB13,com-,040820,T07,NOD 1 SHIFT 2,A3,3,A,NOD,5,X,0,No drug
AB13,com-,040820,T07,NOD 1 SHIFT 2,A4,4,A,NOD,5,X,0,No drug
AB13,com-,040820,T07,NOD 1 SHIFT 2,A5,5,A,NOD,5,X,0,No drug
AB13,com-,040820,T07,NOD 1 SHIFT 2,A6,6,A,NOD,5,X,0,No drug
AB13,com-,040820,T07,NOD 1 SHIFT 2,B1,1,B,NOD,6,X,0,No drug
AB13,com-,040820,T07,NOD 1 SHIFT 2,B2,2,B,NOD,6,X,0,No drug
AB13,com-,040820,T07,NOD 1 SHIFT 2,B3,3,B,NOD,6,X,0,No drug
AB13,com-,040820,T07,NOD 1 SHIFT 2,B4,4,B,NOD,6,X,0,No drug
AB13,com-,040820,T07,NOD 1 SHIFT 2,B5,5,B,NOD,6,X,0,No drug
AB13,com-,040820,T07,NOD 1 SHIFT 2,B6,6,B,NOD,6,X,0,No drug
AB13,com-,040820,T07,NOD 1 SHIFT 2,C1,1,C,NOD,7,X,0.821,No drug
AB13,com-,040820,T07,NOD 1 SHIFT 2,C2,2,C,NOD,7,X,0.918,No drug
AB13,com-,040820,T07,NOD 1 SHIFT 2,C3,3,C,NOD,7,X,0.952,No drug
AB13,com-,040820,T07,NOD 1 SHIFT 2,C4,4,C,NOD,7,X,1.078,No drug
AB13,com-,040820,T07,NOD 1 SHIFT 2,C5,5,C,NOD,7,X,1.051,No drug
AB13,com-,040820,T07,NOD 1 SHIFT 2,C6,6,C,NOD,7,X,1.03,No drug
AB13,com-,040820,T07,NOD 1 SHIFT 2,D1,1,D,NOD,8,X,1.006,No drug
AB13,com-,040820,T07,NOD 1 SHIFT 2,D2,2,D,NOD,8,X,1.005,No drug
AB13,com-,040820,T07,NOD 1 SHIFT 2,D3,3,D,NOD,8,X,0.979,No drug
AB13,com-,040820,T07,NOD 1 SHIFT 2,D4,4,D,NOD,8,X,0.942,No drug
AB13,com-,040820,T07,NOD 1 SHIFT 2,D5,5,D,NOD,8,X,1.049,No drug
AB13,com-,040820,T07,NOD 1 SHIFT 2,D6,6,D,NOD,8,X,1.176,No drug
AB13,com-,050820,T08,STR AB3 SHIFT 1,A1,1,A,STR,1,X,0.887,STP only
AB13,com-,050820,T08,STR AB3 SHIFT 1,A2,2,A,STR,1,X,0.701,STP only
AB13,com-,050820,T08,STR AB3 SHIFT 1,A3,3,A,STR,1,X,0.7,STP only
AB13,com-,050820,T08,STR AB3 SHIFT 1,A4,4,A,STR,1,S,0.763,STP only
AB13,com-,050820,T08,STR AB3 SHIFT 1,A5,5,A,STR,1,S,0.78,STP only
AB13,com-,050820,T08,STR AB3 SHIFT 1,A6,6,A,STR,1,S,0.776,STP only
AB13,com-,050820,T08,STR AB3 SHIFT 1,B1,1,B,STR,2,X,0.788,STP only
AB13,com-,050820,T08,STR AB3 SHIFT 1,B2,2,B,STR,2,X,0.721,STP only
AB13,com-,050820,T08,STR AB3 SHIFT 1,B3,3,B,STR,2,X,0.719,STP only
AB13,com-,050820,T08,STR AB3 SHIFT 1,B4,4,B,STR,2,S,0.77,STP only
AB13,com-,050820,T08,STR AB3 SHIFT 1,B5,5,B,STR,2,S,0.769,STP only
AB13,com-,050820,T08,STR AB3 SHIFT 1,B6,6,B,STR,2,S,0.746,STP only
AB13,com-,050820,T08,STR AB3 SHIFT 1,C1,1,C,STR,3,X,0.849,STP only
AB13,com-,050820,T08,STR AB3 SHIFT 1,C2,2,C,STR,3,X,0.751,STP only
AB13,com-,050820,T08,STR AB3 SHIFT 1,C3,3,C,STR,3,X,0.751,STP only
AB13,com-,050820,T08,STR AB3 SHIFT 1,C4,4,C,STR,3,S,0.8,STP only
AB13,com-,050820,T08,STR AB3 SHIFT 1,C5,5,C,STR,3,S,0.801,STP only
AB13,com-,050820,T08,STR AB3 SHIFT 1,C6,6,C,STR,3,S,0.764,STP only
AB13,com-,050820,T08,STR AB3 SHIFT 1,D1,1,D,STR,4,X,1.022,STP only
AB13,com-,050820,T08,STR AB3 SHIFT 1,D2,2,D,STR,4,X,0.812,STP only
AB13,com-,050820,T08,STR AB3 SHIFT 1,D3,3,D,STR,4,X,0.806,STP only
AB13,com-,050820,T08,STR AB3 SHIFT 1,D4,4,D,STR,4,S,0.882,STP only
AB13,com-,050820,T08,STR AB3 SHIFT 1,D5,5,D,STR,4,S,0.883,STP only
AB13,com-,050820,T08,STR AB3 SHIFT 1,D6,6,D,STR,4,S,0.884,STP only
AB13,com-,050820,T08,RIF AB3 SHIFT 1,A1,1,A,RIF,1,X,0.83,RIF only
AB13,com-,050820,T08,RIF AB3 SHIFT 1,A2,2,A,RIF,1,X,0.764,RIF only
AB13,com-,050820,T08,RIF AB3 SHIFT 1,A3,3,A,RIF,1,X,0.63,RIF only
AB13,com-,050820,T08,RIF AB3 SHIFT 1,A4,4,A,RIF,1,R,0.727,RIF only
AB13,com-,050820,T08,RIF AB3 SHIFT 1,A5,5,A,RIF,1,R,0.671,RIF only
AB13,com-,050820,T08,RIF AB3 SHIFT 1,A6,6,A,RIF,1,R,0.783,RIF only
AB13,com-,050820,T08,RIF AB3 SHIFT 1,B1,1,B,RIF,2,X,0.951,RIF only
AB13,com-,050820,T08,RIF AB3 SHIFT 1,B2,2,B,RIF,2,X,0.707,RIF only
AB13,com-,050820,T08,RIF AB3 SHIFT 1,B3,3,B,RIF,2,X,0.637,RIF only
AB13,com-,050820,T08,RIF AB3 SHIFT 1,B4,4,B,RIF,2,R,0.644,RIF only
AB13,com-,050820,T08,RIF AB3 SHIFT 1,B5,5,B,RIF,2,R,0.605,RIF only
AB13,com-,050820,T08,RIF AB3 SHIFT 1,B6,6,B,RIF,2,R,0.64,RIF only
AB13,com-,050820,T08,RIF AB3 SHIFT 1,C1,1,C,RIF,3,X,0.74,RIF only
AB13,com-,050820,T08,RIF AB3 SHIFT 1,C2,2,C,RIF,3,X,0.746,RIF only
AB13,com-,050820,T08,RIF AB3 SHIFT 1,C3,3,C,RIF,3,X,0.77,RIF only
AB13,com-,050820,T08,RIF AB3 SHIFT 1,C4,4,C,RIF,3,R,0.747,RIF only
AB13,com-,050820,T08,RIF AB3 SHIFT 1,C5,5,C,RIF,3,R,0.753,RIF only
AB13,com-,050820,T08,RIF AB3 SHIFT 1,C6,6,C,RIF,3,R,0.739,RIF only
AB13,com-,050820,T08,RIF AB3 SHIFT 1,D1,1,D,RIF,4,X,0.547,RIF only
AB13,com-,050820,T08,RIF AB3 SHIFT 1,D2,2,D,RIF,4,X,1.156,RIF only
AB13,com-,050820,T08,RIF AB3 SHIFT 1,D3,3,D,RIF,4,X,0.658,RIF only
AB13,com-,050820,T08,RIF AB3 SHIFT 1,D4,4,D,RIF,4,R,0.747,RIF only
AB13,com-,050820,T08,RIF AB3 SHIFT 1,D5,5,D,RIF,4,R,0.753,RIF only
AB13,com-,050820,T08,RIF AB3 SHIFT 1,D6,6,D,RIF,4,R,0.684,RIF only
AB13,com-,050820,T08,MIX AB3 SHIFT 1,A1,1,A,MIX,1,X,1.174,Mixed
AB13,com-,050820,T08,MIX AB3 SHIFT 1,A2,2,A,MIX,1,X,0.671,Mixed
AB13,com-,050820,T08,MIX AB3 SHIFT 1,A3,3,A,MIX,1,X,0.701,Mixed
AB13,com-,050820,T08,MIX AB3 SHIFT 1,A4,4,A,MIX,1,S,0.782,Mixed
AB13,com-,050820,T08,MIX AB3 SHIFT 1,A5,5,A,MIX,1,R,0.647,Mixed
AB13,com-,050820,T08,MIX AB3 SHIFT 1,A6,6,A,MIX,1,B,0.086,Mixed
AB13,com-,050820,T08,MIX AB3 SHIFT 1,B1,1,B,MIX,2,X,0.836,Mixed
AB13,com-,050820,T08,MIX AB3 SHIFT 1,B2,2,B,MIX,2,X,0.682,Mixed
AB13,com-,050820,T08,MIX AB3 SHIFT 1,B3,3,B,MIX,2,X,0.621,Mixed
AB13,com-,050820,T08,MIX AB3 SHIFT 1,B4,4,B,MIX,2,S,0.773,Mixed
AB13,com-,050820,T08,MIX AB3 SHIFT 1,B5,5,B,MIX,2,R,0.681,Mixed
AB13,com-,050820,T08,MIX AB3 SHIFT 1,B6,6,B,MIX,2,B,0.073,Mixed
AB13,com-,050820,T08,MIX AB3 SHIFT 1,C1,1,C,MIX,3,X,0.73,Mixed
AB13,com-,050820,T08,MIX AB3 SHIFT 1,C2,2,C,MIX,3,X,0.707,Mixed
AB13,com-,050820,T08,MIX AB3 SHIFT 1,C3,3,C,MIX,3,X,0.746,Mixed
AB13,com-,050820,T08,MIX AB3 SHIFT 1,C4,4,C,MIX,3,S,0.822,Mixed
AB13,com-,050820,T08,MIX AB3 SHIFT 1,C5,5,C,MIX,3,R,0.807,Mixed
AB13,com-,050820,T08,MIX AB3 SHIFT 1,C6,6,C,MIX,3,B,0.082,Mixed
AB13,com-,050820,T08,MIX AB3 SHIFT 1,D1,1,D,MIX,4,X,0.812,Mixed
AB13,com-,050820,T08,MIX AB3 SHIFT 1,D2,2,D,MIX,4,X,0.846,Mixed
AB13,com-,050820,T08,MIX AB3 SHIFT 1,D3,3,D,MIX,4,X,0.874,Mixed
AB13,com-,050820,T08,MIX AB3 SHIFT 1,D4,4,D,MIX,4,S,0.871,Mixed
AB13,com-,050820,T08,MIX AB3 SHIFT 1,D5,5,D,MIX,4,R,0.943,Mixed
AB13,com-,050820,T08,MIX AB3 SHIFT 1,D6,6,D,MIX,4,B,0.072,Mixed
AB13,com-,050820,T08,CMB AB3 SHIFT 1,A1,1,A,CMB,1,X,0.981,Combination
AB13,com-,050820,T08,CMB AB3 SHIFT 1,A2,2,A,CMB,1,X,0.751,Combination
AB13,com-,050820,T08,CMB AB3 SHIFT 1,A3,3,A,CMB,1,X,0.678,Combination
AB13,com-,050820,T08,CMB AB3 SHIFT 1,A4,4,A,CMB,1,B,0.069,Combination
AB13,com-,050820,T08,CMB AB3 SHIFT 1,A5,5,A,CMB,1,B,0.066,Combination
AB13,com-,050820,T08,CMB AB3 SHIFT 1,A6,6,A,CMB,1,B,0.068,Combination
AB13,com-,050820,T08,CMB AB3 SHIFT 1,B1,1,B,CMB,2,X,0.778,Combination
AB13,com-,050820,T08,CMB AB3 SHIFT 1,B2,2,B,CMB,2,X,0.71,Combination
AB13,com-,050820,T08,CMB AB3 SHIFT 1,B3,3,B,CMB,2,X,0.737,Combination
AB13,com-,050820,T08,CMB AB3 SHIFT 1,B4,4,B,CMB,2,B,0.068,Combination
AB13,com-,050820,T08,CMB AB3 SHIFT 1,B5,5,B,CMB,2,B,0.081,Combination
AB13,com-,050820,T08,CMB AB3 SHIFT 1,B6,6,B,CMB,2,B,0.067,Combination
AB13,com-,050820,T08,CMB AB3 SHIFT 1,C1,1,C,CMB,3,X,0.834,Combination
AB13,com-,050820,T08,CMB AB3 SHIFT 1,C2,2,C,CMB,3,X,0.724,Combination
AB13,com-,050820,T08,CMB AB3 SHIFT 1,C3,3,C,CMB,3,X,0.75,Combination
AB13,com-,050820,T08,CMB AB3 SHIFT 1,C4,4,C,CMB,3,B,0.067,Combination
AB13,com-,050820,T08,CMB AB3 SHIFT 1,C5,5,C,CMB,3,B,0.067,Combination
AB13,com-,050820,T08,CMB AB3 SHIFT 1,C6,6,C,CMB,3,B,0.067,Combination
AB13,com-,050820,T08,CMB AB3 SHIFT 1,D1,1,D,CMB,4,X,0.842,Combination
AB13,com-,050820,T08,CMB AB3 SHIFT 1,D2,2,D,CMB,4,X,0.795,Combination
AB13,com-,050820,T08,CMB AB3 SHIFT 1,D3,3,D,CMB,4,X,0.787,Combination
AB13,com-,050820,T08,CMB AB3 SHIFT 1,D4,4,D,CMB,4,B,0.072,Combination
AB13,com-,050820,T08,CMB AB3 SHIFT 1,D5,5,D,CMB,4,B,0.067,Combination
AB13,com-,050820,T08,CMB AB3 SHIFT 1,D6,6,D,CMB,4,B,0.068,Combination
AB13,com-,050820,T08,NOD SHIFT 1,A1,1,A,NOD,1,X,1.061,No drug
AB13,com-,050820,T08,NOD SHIFT 1,A2,2,A,NOD,1,X,1.128,No drug
AB13,com-,050820,T08,NOD SHIFT 1,A3,3,A,NOD,1,X,1.103,No drug
AB13,com-,050820,T08,NOD SHIFT 1,A4,4,A,NOD,1,X,1.211,No drug
AB13,com-,050820,T08,NOD SHIFT 1,A5,5,A,NOD,1,X,1.06,No drug
AB13,com-,050820,T08,NOD SHIFT 1,A6,6,A,NOD,1,X,1.331,No drug
AB13,com-,050820,T08,NOD SHIFT 1,B1,1,B,NOD,2,X,1.053,No drug
AB13,com-,050820,T08,NOD SHIFT 1,B2,2,B,NOD,2,X,1.161,No drug
AB13,com-,050820,T08,NOD SHIFT 1,B3,3,B,NOD,2,X,1.048,No drug
AB13,com-,050820,T08,NOD SHIFT 1,B4,4,B,NOD,2,X,1.108,No drug
AB13,com-,050820,T08,NOD SHIFT 1,B5,5,B,NOD,2,X,1.242,No drug
AB13,com-,050820,T08,NOD SHIFT 1,B6,6,B,NOD,2,X,1.145,No drug
AB13,com-,050820,T08,NOD SHIFT 1,C1,1,C,NOD,3,X,1.448,No drug
AB13,com-,050820,T08,NOD SHIFT 1,C2,2,C,NOD,3,X,0.69,No drug
AB13,com-,050820,T08,NOD SHIFT 1,C3,3,C,NOD,3,X,0.619,No drug
AB13,com-,050820,T08,NOD SHIFT 1,C4,4,C,NOD,3,X,0.602,No drug
AB13,com-,050820,T08,NOD SHIFT 1,C5,5,C,NOD,3,X,0.63,No drug
AB13,com-,050820,T08,NOD SHIFT 1,C6,6,C,NOD,3,X,0.716,No drug
AB13,com-,050820,T08,NOD SHIFT 1,D1,1,D,NOD,4,X,0.957,No drug
AB13,com-,050820,T08,NOD SHIFT 1,D2,2,D,NOD,4,X,0.738,No drug
AB13,com-,050820,T08,NOD SHIFT 1,D3,3,D,NOD,4,X,0.658,No drug
AB13,com-,050820,T08,NOD SHIFT 1,D4,4,D,NOD,4,X,0.703,No drug
AB13,com-,050820,T08,NOD SHIFT 1,D5,5,D,NOD,4,X,0.768,No drug
AB13,com-,050820,T08,NOD SHIFT 1,D6,6,D,NOD,4,X,0.757,No drug
AB13,com-,050820,T08,STR AB3 SHIFT 2,A1,1,A,STR,5,X,1.655,STP only
AB13,com-,050820,T08,STR AB3 SHIFT 2,A2,2,A,STR,5,X,1.805,STP only
AB13,com-,050820,T08,STR AB3 SHIFT 2,A3,3,A,STR,5,X,1.823,STP only
AB13,com-,050820,T08,STR AB3 SHIFT 2,A4,4,A,STR,5,S,0.766,STP only
AB13,com-,050820,T08,STR AB3 SHIFT 2,A5,5,A,STR,5,S,0.705,STP only
AB13,com-,050820,T08,STR AB3 SHIFT 2,A6,6,A,STR,5,S,0.675,STP only
AB13,com-,050820,T08,STR AB3 SHIFT 2,B1,1,B,STR,6,X,1.787,STP only
AB13,com-,050820,T08,STR AB3 SHIFT 2,B2,2,B,STR,6,X,1.61,STP only
AB13,com-,050820,T08,STR AB3 SHIFT 2,B3,3,B,STR,6,X,1.715,STP only
AB13,com-,050820,T08,STR AB3 SHIFT 2,B4,4,B,STR,6,S,1.001,STP only
AB13,com-,050820,T08,STR AB3 SHIFT 2,B5,5,B,STR,6,S,0.973,STP only
AB13,com-,050820,T08,STR AB3 SHIFT 2,B6,6,B,STR,6,S,1.025,STP only
AB13,com-,050820,T08,STR AB3 SHIFT 2,C1,1,C,STR,7,X,1.769,STP only
AB13,com-,050820,T08,STR AB3 SHIFT 2,C2,2,C,STR,7,X,1.738,STP only
AB13,com-,050820,T08,STR AB3 SHIFT 2,C3,3,C,STR,7,X,1.829,STP only
AB13,com-,050820,T08,STR AB3 SHIFT 2,C4,4,C,STR,7,S,0.822,STP only
AB13,com-,050820,T08,STR AB3 SHIFT 2,C5,5,C,STR,7,S,0.797,STP only
AB13,com-,050820,T08,STR AB3 SHIFT 2,C6,6,C,STR,7,S,0.804,STP only
AB13,com-,050820,T08,STR AB3 SHIFT 2,D1,1,D,STR,8,X,1.731,STP only
AB13,com-,050820,T08,STR AB3 SHIFT 2,D2,2,D,STR,8,X,1.788,STP only
AB13,com-,050820,T08,STR AB3 SHIFT 2,D3,3,D,STR,8,X,1.643,STP only
AB13,com-,050820,T08,STR AB3 SHIFT 2,D4,4,D,STR,8,S,0.796,STP only
AB13,com-,050820,T08,STR AB3 SHIFT 2,D5,5,D,STR,8,S,0.773,STP only
AB13,com-,050820,T08,STR AB3 SHIFT 2,D6,6,D,STR,8,S,0.754,STP only
AB13,com-,050820,T08,RIF AB3 SHIFT 2,A1,1,A,RIF,5,X,1.61,RIF only
AB13,com-,050820,T08,RIF AB3 SHIFT 2,A2,2,A,RIF,5,X,1.665,RIF only
AB13,com-,050820,T08,RIF AB3 SHIFT 2,A3,3,A,RIF,5,X,1.685,RIF only
AB13,com-,050820,T08,RIF AB3 SHIFT 2,A4,4,A,RIF,5,R,0.793,RIF only
AB13,com-,050820,T08,RIF AB3 SHIFT 2,A5,5,A,RIF,5,R,0.716,RIF only
AB13,com-,050820,T08,RIF AB3 SHIFT 2,A6,6,A,RIF,5,R,0.642,RIF only
AB13,com-,050820,T08,RIF AB3 SHIFT 2,B1,1,B,RIF,6,X,1.746,RIF only
AB13,com-,050820,T08,RIF AB3 SHIFT 2,B2,2,B,RIF,6,X,1.634,RIF only
AB13,com-,050820,T08,RIF AB3 SHIFT 2,B3,3,B,RIF,6,X,1.748,RIF only
AB13,com-,050820,T08,RIF AB3 SHIFT 2,B4,4,B,RIF,6,R,0.645,RIF only
AB13,com-,050820,T08,RIF AB3 SHIFT 2,B5,5,B,RIF,6,R,0.674,RIF only
AB13,com-,050820,T08,RIF AB3 SHIFT 2,B6,6,B,RIF,6,R,0.627,RIF only
AB13,com-,050820,T08,RIF AB3 SHIFT 2,C1,1,C,RIF,7,X,1.824,RIF only
AB13,com-,050820,T08,RIF AB3 SHIFT 2,C2,2,C,RIF,7,X,1.898,RIF only
AB13,com-,050820,T08,RIF AB3 SHIFT 2,C3,3,C,RIF,7,X,1.753,RIF only
AB13,com-,050820,T08,RIF AB3 SHIFT 2,C4,4,C,RIF,7,R,0.77,RIF only
AB13,com-,050820,T08,RIF AB3 SHIFT 2,C5,5,C,RIF,7,R,0.666,RIF only
AB13,com-,050820,T08,RIF AB3 SHIFT 2,C6,6,C,RIF,7,R,0.516,RIF only
